source_system,source_record_id,entity_id_truth,npi,me_number,dea_number,first_name,last_name,middle_name,suffix,credential,specialty_code,address_line1,city,state,zip5,phone,state_license,license_state,is_active,do_not_contact
hcp_master,HCP000019,HCP000019,7829532309,65378039891,GA8520788,CRISTIAN,MILLER,J,,PA,207RR0500X,1019 MEDICAL Plaza,SYNTH CITY 19,AZ,90133,5559988297,AZ830595,AZ,True,False
hcp_master,HCP000020,HCP000020,4311187163,69565384766,PP5653787,VICTORIA,HORN,J,,DO,207RC0000X,1020 MEDICAL PLZ,SYNTH CITY 20,CO,90140,5554038144,CO156296,CO,True,False
hcp_master,HCP000021,HCP000021,6657456722,33334563847,AB4341467,EILEEN,STEELE,R,,MD,208000000X,1021 MEDICAL Plaza,SYNTH CITY 21,TX,90147,5558126467,TX566179,TX,True,False
hcp_master,HCP000022,HCP000022,8336652093,88401239362,MG1418798,KEVIN,HORTON,T,,MD,207Q00000X,1022 MEDICAL Plaza STE 6,SYNTH CITY 22,FL,90154,5558068037,FL964538,FL,True,False
hcp_master,HCP000023,HCP000023,1092406887,54592465026,MP9653384,JOHNNY,MOORE,A,,NP,207RX0202X,1023 MEDICAL Plaza STE 12,SYNTH CITY 23,GA,90161,5552756297,GA293927,GA,True,False
hcp_master,HCP000024,HCP000024,5141011457,60792232247,MR3430324,RONNIE,MUNOZ,B,,MD,207R00000X,1024 MEDICAL PLZ,SYNTH CITY 24,NY,90168,5551763685,NY964729,NY,True,False
hcp_master,HCP000025,HCP000025,3558506721,14590285071,PP8428561,ELIZABETH,ANDERSON,J,,NP,207RR0500X,1025 MEDICAL Plaza,SYNTH CITY 25,NJ,90175,5552203124,NJ790167,NJ,True,False
hcp_master,HCP000026,HCP000026,5552625563,77822547017,PF3541587,DANIEL,RITTER,A,,PA,207RC0000X,1026 MEDICAL Plaza STE 23,SYNTH CITY 26,MA,90182,5551413432,MA324838,MA,True,False
hcp_master,HCP000027,HCP000027,8352022502,26698266571,FP8042105,BRADLEY,BOWERS,C,,NP,208000000X,1027 MEDICAL PLZ,SYNTH CITY 27,PA,90189,5556868435,PA794176,PA,True,False
hcp_master,HCP000028,HCP000028,5480542682,54633800194,BF9622071,SEAN,MURRAY,C,,DO,207Q00000X,1028 MEDICAL PLZ,SYNTH CITY 28,IL,90196,5558192946,IL645686,IL,True,False
hcp_master,HCP000029,HCP000029,5491962671,81069515286,FM6635043,JACOB,CABRERA,B,,PA,207RX0202X,1029 MEDICAL PLZ,SYNTH CITY 29,OH,90203,5556815282,OH534935,OH,True,False
hcp_master,HCP000030,HCP000030,1499503757,08385401555,BG0146698,KARINA,COLLINS,T,,MD,207R00000X,1030 MEDICAL Plaza STE 36,SYNTH CITY 30,MI,90210,5554479795,MI871515,MI,True,False
hcp_master,HCP000031,HCP000031,1651709143,87949587168,AP1871715,JAMES,JONES,M,,PA,207RR0500X,1031 MEDICAL Plaza STE 5,SYNTH CITY 31,MN,90217,5554317595,MN480591,MN,True,False
hcp_master,HCP000032,HCP000032,2099384911,28444707789,PG4383503,JIM,LYONS,J,,DO,207RC0000X,1032 MEDICAL PLZ,SYNTH CITY 32,CA,90224,5554886631,CA744845,CA,True,False
hcp_master,HCP000033,HCP000033,7220309166,51876842194,PF9834720,RANDY,WILLIAMS,B,,DO,208000000X,1033 MEDICAL Plaza STE 10,SYNTH CITY 6,NY,90392,5559267268,OR400052,OR,True,False
hcp_master,HCP000034,HCP000034,1181576632,18011015609,AM8541283,PATRICK,BUCHANAN,K,,NP,207Q00000X,1034 MEDICAL PLZ,SYNTH CITY 34,WA,90238,5551459657,WA159718,WA,True,False
hcp_master,HCP000035,HCP000035,9824097586,31557158287,GR9290103,MARY,WARNER,M,,NP,207RX0202X,1035 MEDICAL PLZ,SYNTH CITY 35,AZ,90245,5555645100,AZ176353,AZ,True,False
hcp_master,HCP000036,HCP000036,3540743614,40205316139,AB3529095,ERIC,ROSS,B,,MD,207R00000X,1036 MEDICAL Plaza,SYNTH CITY 36,CO,90252,5553997564,CO358746,CO,True,False
hcp_master,HCP000037,HCP000037,5457230395,14617170462,MM6377379,HEATHER,STEPHENS,S,,PA,207RR0500X,1037 MEDICAL PLZ,SYNTH CITY 37,TX,90259,5553602072,TX824236,TX,True,False
hcp_master,HCP000038,HCP000038,7842054505,39160593152,RP6667493,ROBT,HALL,Z,,NP,207RC0000X,1038 MEDICAL PLZ,SYNTH CITY 38,FL,90266,5554557930,FL982881,FL,True,False
hcp_master,HCP000039,HCP000039,4742957531,94009538666,BA7071276,MICHAEL,WILLIAMS,J,,MD,208000000X,1039 MEDICAL PLZ,SYNTH CITY 39,GA,90273,5552941699,GA855808,GA,True,False
hcp_master,HCP000040,HCP000040,1701447611,99054435412,BP6330290,CHAD,PRUITT,J,,NP,207Q00000X,1040 MEDICAL PLZ,SYNTH CITY 40,NY,90280,5555407900,NY129095,NY,True,False
hcp_master,HCP000041,HCP000041,7922165361,54449225015,GM1841324,LOUIS,LEVY,E,,DO,207RX0202X,1041 MEDICAL Plaza,SYNTH CITY 30,WA,90910,5559632320,NJ917138,NJ,True,False
hcp_master,HCP000042,HCP000042,4430064863,45960140171,BG0296936,DANIELLE,CHANDLER,K,,MD,207R00000X,1042 MEDICAL PLZ,SYNTH CITY 42,MA,90294,5552656419,MA849914,MA,True,False
hcp_master,HCP000043,HCP000043,2295996815,72084160477,GF8101840,JESSE,REYNOLDS,C,III,DO,207RR0500X,1043 MEDICAL PLZ,SYNTH CITY 43,PA,90301,5552991621,PA161255,PA,True,False
hcp_master,HCP000044,HCP000044,0376266173,37627340981,GP5292338,JON,CARPENTER,R,,PA,207RC0000X,1044 MEDICAL PLZ,SYNTH CITY 44,IL,90308,5558707881,IL935674,IL,True,False
hcp_master,HCP000045,HCP000045,9173896728,82948561378,AA6480307,BECKY,PETERSON,R,,DO,208000000X,1045 MEDICAL Plaza STE 17,SYNTH CITY 45,OH,90315,5551372875,OH861353,OH,True,False
hcp_master,HCP000046,HCP000046,9050537841,92237821653,BP8752402,CAROLYN,GRAHAM,C,,MD,207Q00000X,1046 MEDICAL Plaza STE 39,SYNTH CITY 46,MI,90322,5553414149,MI961850,MI,True,False
hcp_master,HCP000047,HCP000047,5832453414,58990834428,MR9475476,MICHELLE,LLOYD,T,,NP,207RX0202X,1047 MEDICAL PLZ,SYNTH CITY 47,MN,90329,5551921459,MN927341,MN,True,False
hcp_master,HCP000048,HCP000048,7843349151,53169541989,FM4223517,DAVID,TRAN,C,,DO,207R00000X,1048 MEDICAL PLZ,SYNTH CITY 48,CA,90336,5553808498,CA146446,CA,True,False
hcp_master,HCP000049,HCP000049,9623268221,57183647611,RG2119932,BRANDON,MCINTOSH,J,,NP,207RR0500X,1049 MEDICAL PLZ,SYNTH CITY 49,OR,90343,5559867592,OR663418,OR,True,False
hcp_master,HCP000050,HCP000050,8629883109,81321005111,PM9124612,JENNIFER,ROBINSON,K,SR,PA,207RC0000X,1050 MEDICAL Plaza,SYNTH CITY 0,WA,90350,5554906041,WA573975,WA,True,False
hcp_master,HCP000051,HCP000051,9104321861,66566472090,BA2314919,NICOLE,BROOKS,H,,DO,208000000X,1051 MEDICAL PLZ,SYNTH CITY 1,AZ,90357,5551981809,AZ384970,AZ,True,False
hcp_master,HCP000052,HCP000052,6315838824,56968888201,BM5406371,TAMARA,BROWN,A,,DO,207Q00000X,1052 MEDICAL PLZ,SYNTH CITY 2,CO,90364,5555417483,CO931019,CO,True,False
hcp_master,HCP000053,HCP000053,9774078502,71737720548,FB8769787,WILLIAM,DIAZ,J,,DO,207RX0202X,1053 MEDICAL PLZ,SYNTH CITY 3,TX,90371,5559925930,TX788402,TX,True,False
hcp_master,HCP000054,HCP000054,0097244244,30498770978,RB0640293,DERRICK,CLARK,J,,DO,207R00000X,1054 MEDICAL Plaza,SYNTH CITY 4,FL,90378,5558642381,FL398894,FL,True,False
hcp_master,HCP000055,HCP000055,0064241322,50325589710,RR2065857,ALLISON,HUDSON,C,,PA,207RR0500X,1055 MEDICAL PLZ,SYNTH CITY 5,GA,90385,5552614333,GA802009,GA,True,False
hcp_master,HCP000056,HCP000056,0467967234,32430921319,BF2005202,MATTHEW,SULLIVAN,A,,DO,207RC0000X,1056 MEDICAL Plaza,SYNTH CITY 6,NY,90392,5557341745,NY376200,NY,True,False
hcp_master,HCP000057,HCP000057,5141950597,71219756208,RA0507922,JASON,ARNOLD,N,,PA,208000000X,1057 MEDICAL PLZ,SYNTH CITY 7,NJ,90399,5558558867,NJ175849,NJ,True,False
hcp_master,HCP000058,HCP000058,1348615869,24311595496,PM7566782,KAITLYN,KNOX,L,,NP,207Q00000X,1058 MEDICAL PLZ,SYNTH CITY 8,MA,90406,5556806672,MA908838,MA,True,False
hcp_master,HCP000059,HCP000059,2614974907,99667213472,GA0988356,KYLE,BLACK,B,,DO,207RX0202X,1059 MEDICAL Plaza,SYNTH CITY 18,NY,91176,5554913209,PA466542,PA,True,False
hcp_master,HCP000060,HCP000060,7372824004,38192318701,MR1251304,JENNIFER,CLEMENTS,M,,NP,207R00000X,1060 MEDICAL PLZ,SYNTH CITY 10,IL,90420,5555585486,IL481923,IL,True,False
hcp_master,HCP000061,HCP000061,7134189209,23220046029,RM5532366,TRAVIS,ANDERSON III,R,III,NP,207RR0500X,1061 MEDICAL PLZ,SYNTH CITY 11,OH,90427,5556840040,OH892760,OH,True,False
hcp_master,HCP000062,HCP000062,5419737031,78527376000,AF0991376,ANNA,SIMPSON,P,,NP,207RC0000X,1062 MEDICAL PLZ,SYNTH CITY 12,MI,90434,5555518807,MI702505,MI,True,False
hcp_master,HCP000063,HCP000063,5157957247,78318892777,PR4018803,CHRISTOPHER,PARKER,J,,NP,208000000X,1063 MEDICAL PLZ,SYNTH CITY 13,MN,90441,5555328076,MN559014,MN,True,False
hcp_master,HCP000064,HCP000064,4349860146,18450852330,RP8354454,ALLISON,HALE,M,JR,PA,207Q00000X,1064 MEDICAL PLZ,SYNTH CITY 14,CA,90448,5558363344,CA894108,CA,True,False
hcp_master,HCP000065,HCP000065,7341475599,24901348441,GG5641116,ERIN,RHODES,J,,PA,207RX0202X,1065 MEDICAL PLZ,SYNTH CITY 15,OR,90455,5556672999,OR171666,OR,True,False
hcp_master,HCP000066,HCP000066,6748563486,33401340330,BB1705685,LAUREN,KNIGHT,R,,NP,207R00000X,1066 MEDICAL PLZ,SYNTH CITY 16,WA,90462,5558164603,WA289853,WA,True,False
hcp_master,HCP000067,HCP000067,,53070903036,AG7416104,MATTHEW,MCDONALD,J,,DO,207RR0500X,1067 MEDICAL PLZ,SYNTH CITY 17,AZ,90469,5559189793,AZ639758,AZ,True,False
hcp_master,HCP000068,HCP000068,3728248295,05996638608,FG4823030,MEAGAN,FITZPATRICK,N,,NP,207RC0000X,1068 MEDICAL Plaza STE 1,SYNTH CITY 18,CO,90476,5559794006,CO920894,CO,True,False
hcp_master,HCP000069,HCP000069,8305235722,35620560504,MP7728337,TIFFANY,MACIAS,B,,DO,208000000X,1069 MEDICAL PLZ,SYNTH CITY 19,TX,90483,5556236243,TX695891,TX,True,False
hcp_master,HCP000070,HCP000070,5791159143,42483082775,AR6487716,SHIRLEY,JOHNSON,T,,DO,207Q00000X,1070 MEDICAL PLZ,SYNTH CITY 20,FL,90490,5551952386,FL193628,FL,True,False
hcp_master,HCP000071,HCP000071,7651110935,63440753570,MR7607745,ANDREW,HOOD,J,,NP,207RX0202X,1071 MEDICAL Plaza STE 21,SYNTH CITY 21,GA,90497,5559763818,GA813071,GA,True,False
hcp_master,HCP000072,HCP000072,2026398877,70713267062,AF5239398,PAUL,HANSON,R,,DO,207R00000X,1072 MEDICAL Plaza STE 23,SYNTH CITY 22,NY,90504,5554669936,NY518177,NY,True,False
hcp_master,HCP000073,HCP000073,7213522130,23003453325,MA4665563,BRANDI,MARTINEZ,M,,NP,207RR0500X,1073 MEDICAL Plaza,SYNTH CITY 23,NJ,90511,5554151273,NJ211676,NJ,True,False
hcp_master,HCP000074,HCP000074,9083769197,04308797984,MB7646264,CHRISTOPHER,JENSEN JR,T,JR,PA,207RC0000X,1074 MEDICAL PLZ,SYNTH CITY 24,MA,90518,5553002680,MA289004,MA,True,False
hcp_master,HCP000075,HCP000075,1508659434,76830468278,PP9634726,JOSEPH,ESCOBAR,T,,DO,208000000X,1075 MEDICAL PLZ,SYNTH CITY 25,PA,90525,5551642895,PA765885,PA,True,False
hcp_master,HCP000076,HCP000076,7060275675,54455321325,RA3097247,MEGAN,REED,M,,DO,207Q00000X,1076 MEDICAL PLZ,SYNTH CITY 26,IL,90532,5557171720,IL727182,IL,True,False
hcp_master,HCP000077,HCP000077,6856082279,55259377879,PR7889579,HEATHER,BROWN,Z,,PA,207RX0202X,1077 MEDICAL Plaza,SYNTH CITY 27,OH,90539,5554856352,OH668762,OH,True,False
hcp_master,HCP000078,HCP000078,7951329235,75436095258,BG5857783,GINA,RAY,S,,PA,207R00000X,1078 MEDICAL PLZ,SYNTH CITY 28,MI,90546,5553647890,MI956096,MI,True,False
hcp_master,HCP000079,HCP000079,5817707693,52379396158,AA0509102,MICHAEL,VELAZQUEZ,A,,DO,207RR0500X,1079 MEDICAL PLZ,SYNTH CITY 29,MN,90553,5557963845,MN566768,MN,True,False
hcp_master,HCP000080,HCP000080,7538857377,55150874881,AB0555099,ELIZABETH,WRIGHT,M,SR,NP,207RC0000X,1080 MEDICAL PLZ,SYNTH CITY 30,CA,90560,5553190462,CA773853,CA,True,False
hcp_master,HCP000081,HCP000081,5050055958,99451252502,MM9880622,RONALD,RODRIGUEZ,M,,MD,208000000X,1081 MEDICAL Plaza STE 34,SYNTH CITY 31,OR,90567,5552494910,OR578611,OR,False,False
hcp_master,HCP000082,HCP000082,8728291609,10999133345,GF9932539,ANGELA,TAYLOR,R,,DO,207Q00000X,1082 MEDICAL PLZ,SYNTH CITY 32,WA,90574,5554445423,WA167115,WA,True,False
hcp_master,HCP000083,HCP000083,9534418006,23318875934,AM0672633,CHASE,CLAYTON,S,,NP,207RX0202X,1083 MEDICAL Plaza,SYNTH CITY 33,AZ,90581,5555156314,AZ455164,AZ,True,False
hcp_master,HCP000084,HCP000084,3129782835,79677172211,RF3475584,MARTHA,SANCHEZ,A,,PA,207R00000X,1084 MEDICAL Plaza STE 22,SYNTH CITY 34,CO,90588,5553371403,CO131788,CO,True,False
hcp_master,HCP000085,HCP000085,0270838283,57230969513,GB9955760,DANIELLE,VARGAS,T,,NP,207RR0500X,1085 MEDICAL Plaza,SYNTH CITY 35,TX,90595,5559067419,TX636436,TX,True,False
hcp_master,HCP000086,HCP000086,8226736022,92299838488,GF9446919,JACQUELINE,DIAZ,J,,DO,207RC0000X,1086 MEDICAL PLZ,SYNTH CITY 36,FL,90602,5557090968,FL516244,FL,True,False
hcp_master,HCP000087,HCP000087,2781643723,77857133737,FM2507098,AARON,BROOKS,C,,NP,208000000X,1087 MEDICAL PLZ,SYNTH CITY 37,GA,90609,5557698462,GA228499,GA,True,False
hcp_master,HCP000088,HCP000088,4111953418,50904376145,GA1525171,AUTUMN,HEBERT,M,,NP,207Q00000X,1088 MEDICAL PLZ,SYNTH CITY 38,NY,90616,5551051578,NY225531,NY,True,False
hcp_master,HCP000089,HCP000089,9953428437,62004926331,GM3542650,JENNIFER,HARRINGTON,A,,DO,207RX0202X,1089 MEDICAL Plaza,SYNTH CITY 39,NJ,90623,5559603857,NJ375959,NJ,True,False
hcp_master,HCP000090,HCP000090,2776033385,08694650081,FM5597969,DAVID,RUBIO,J,,NP,207R00000X,1090 MEDICAL Plaza STE 27,SYNTH CITY 40,MA,90630,5551614367,MA881927,MA,True,False
hcp_master,HCP000091,HCP000091,9211224115,55671702381,PR9302716,DIANE,PETERSON,T,,DO,207RR0500X,1091 MEDICAL Plaza,SYNTH CITY 41,PA,90637,5558037506,PA626956,PA,True,False
hcp_master,HCP000092,HCP000092,8438951245,70479180187,RM6555283,WALTER,ALEXANDER,L,,NP,207RC0000X,1092 MEDICAL PLZ,SYNTH CITY 42,IL,90644,5551439739,IL650286,IL,True,False
hcp_master,HCP000093,HCP000093,8730784898,57510933639,MF2859308,JENNIFER,LOWE,R,,MD,208000000X,1093 MEDICAL PLZ,SYNTH CITY 43,OH,90651,5557811586,OH308601,OH,True,False
hcp_master,HCP000094,HCP000094,5647170070,11919379135,RB1322187,YOLANDA,BENTON,C,,MD,207Q00000X,1094 MEDICAL PLZ,SYNTH CITY 44,MI,90658,5559855050,MI664796,MI,True,False
hcp_master,HCP000095,HCP000095,9362476183,35840087711,FB3521476,MICHAEL,PATEL,J,,NP,207RX0202X,1095 MEDICAL Plaza STE 29,SYNTH CITY 45,MN,90665,5558502819,MN255260,MN,True,False
hcp_master,HCP000096,HCP000096,8632070438,87531934126,FM2084326,AARON,GREEN,J,,PA,207R00000X,1096 MEDICAL PLZ,SYNTH CITY 46,CA,90672,5552786745,CA911557,CA,True,False
hcp_master,HCP000097,HCP000097,6691542685,33750374523,AA0615965,WILLIAM,TORRES,H,,PA,207RR0500X,1097 MEDICAL Plaza,SYNTH CITY 47,OR,90679,5558435673,OR445891,OR,True,False
hcp_master,HCP000098,HCP000098,,41109187499,RG2088508,NICHOLAS,GUTIERREZ,C,,NP,207RC0000X,1098 MEDICAL PLZ,SYNTH CITY 48,WA,90686,5551564798,WA231303,WA,True,False
hcp_master,HCP000099,HCP000099,0435363698,51274571404,BR2201227,DANIEL,LI,M,,PA,208000000X,1099 MEDICAL PLZ,SYNTH CITY 49,AZ,90693,5555099461,AZ908411,AZ,True,False
hcp_master,HCP000100,HCP000100,3179532130,25800975955,BP7277015,MARK,SCHMIDT,J,,DO,207Q00000X,1100 MEDICAL PLZ,SYNTH CITY 0,CO,90700,5555010869,CO852010,CO,True,False
hcp_master,HCP000101,HCP000101,2201151125,17416951359,RR8567761,TONY,WASHINGTON,M,SR,DO,207RX0202X,1101 MEDICAL PLZ,SYNTH CITY 1,TX,90707,5551805670,TX996439,TX,True,False
hcp_master,HCP000102,HCP000102,4938788773,17676335434,GB6324167,SARAH,LEWIS,J,,PA,207R00000X,1102 MEDICAL Plaza,SYNTH CITY 2,FL,90714,5557580474,FL553197,FL,True,False
hcp_master,HCP000103,HCP000103,3654157056,93062019725,FB9833843,TREVOR,LUNA,J,,DO,207RR0500X,1103 MEDICAL PLZ,SYNTH CITY 3,GA,90721,5555321281,GA136067,GA,True,False
hcp_master,HCP000104,HCP000104,3955290515,70732804110,BR4927010,BRAD,SULLIVAN,C,,PA,207RC0000X,1104 MEDICAL Plaza,SYNTH CITY 4,NY,90728,5553990200,NY934601,NY,True,False
hcp_master,HCP000105,HCP000105,4005575137,46739687605,AM7530664,DANIEL,MARTINEZ,R,,NP,208000000X,1105 MEDICAL Plaza,SYNTH CITY 5,NJ,90735,5558833487,NJ142907,NJ,True,False
hcp_master,HCP000106,HCP000106,6080530499,11257677391,MA7023602,WILLIAM,AYALA,J,,DO,207Q00000X,1106 MEDICAL PLZ,SYNTH CITY 6,MA,90742,5555567541,MA652749,MA,True,False
hcp_master,HCP000107,HCP000107,2249632623,99345202160,FR5662626,JIM,COLEMAN,B,,NP,207RX0202X,1107 MEDICAL PLZ,SYNTH CITY 7,PA,90749,5553692251,PA121583,PA,True,False
hcp_master,HCP000108,HCP000108,2889021103,49890661949,AM1960230,BRENDA,SANCHEZ,S,,MD,207R00000X,1108 MEDICAL PLZ,SYNTH CITY 8,IL,90756,5559124537,IL582589,IL,True,False
hcp_master,HCP000109,HCP000109,3126851971,93016976340,FM9980826,SHEILA,RIVAS,J,,NP,207RR0500X,1109 MEDICAL Plaza STE 26,SYNTH CITY 9,OH,90763,5555687950,OH369350,OH,True,False
hcp_master,HCP000110,HCP000110,7091905456,09671033784,PA7063424,LARRY,GONZALEZ,J,,DO,207RC0000X,1110 MEDICAL Plaza STE 15,SYNTH CITY 10,MI,90770,5555582045,MI364401,MI,True,False
hcp_master,HCP000111,HCP000111,6533741610,30195990384,GG7986531,CHRISTOPHER,NGUYEN III,E,III,DO,208000000X,1111 MEDICAL PLZ,SYNTH CITY 11,MN,90777,5559543088,MN807829,MN,False,False
hcp_master,HCP000112,HCP000112,0079036774,64033939768,PB4590422,KEVIN,KIM,J,,PA,207Q00000X,1112 MEDICAL PLZ,SYNTH CITY 12,CA,90784,5557987639,CA994529,CA,True,False
hcp_master,HCP000113,HCP000113,7419966941,17743466559,BB7964340,BILL,MASSEY,D,,NP,207RX0202X,1113 MEDICAL PLZ,SYNTH CITY 13,OR,90791,5559672916,OR604317,OR,True,False
hcp_master,HCP000114,HCP000114,3966545873,07436634300,AF5492322,SHAWN,BENNETT,P,,NP,207R00000X,1114 MEDICAL Plaza,SYNTH CITY 18,NY,91176,5558472266,WA703743,WA,True,False
hcp_master,HCP000115,HCP000115,9105959602,41164533604,FP7422227,NICHOLAS,HAMPTON,A,,MD,207RR0500X,1115 MEDICAL Plaza,SYNTH CITY 15,AZ,90805,5558477927,AZ301109,AZ,True,False
hcp_master,HCP000116,HCP000116,4158205375,89132963176,PG1362085,TIMOTHY,ORTIZ,G,,DO,207RC0000X,1116 MEDICAL Plaza STE 23,SYNTH CITY 16,CO,90812,5554963196,CO101211,CO,True,False
hcp_master,HCP000117,HCP000117,5574586926,70586025848,PB1958940,TYLER,GONZALES,J,,PA,208000000X,1117 MEDICAL Plaza,SYNTH CITY 17,TX,90819,5551251879,TX576814,TX,True,False
hcp_master,HCP000118,HCP000118,8379726242,68713299640,BA7069368,MARCUS,MARTINEZ,J,,DO,207Q00000X,1118 MEDICAL PLZ,SYNTH CITY 18,FL,90826,5558862756,FL484756,FL,True,False
hcp_master,HCP000119,HCP000119,0722459225,34698659237,AG8184861,BONNIE,LAMB,P,,NP,207RX0202X,1119 MEDICAL PLZ,SYNTH CITY 19,GA,90833,5558883975,GA899551,GA,True,False
hcp_master,HCP000120,HCP000120,9168836416,25763299071,RM6762855,PATRICIA,RODRIGUEZ,C,,DO,207R00000X,1120 MEDICAL PLZ,SYNTH CITY 20,NY,90840,5556933948,NY410581,NY,True,False
hcp_master,HCP000121,HCP000121,7665934254,99741485119,GM3046364,PHILLIP,CARROLL,R,,DO,207RR0500X,1121 MEDICAL Plaza,SYNTH CITY 21,NJ,90847,5557468846,NJ330136,NJ,True,False
hcp_master,HCP000122,HCP000122,7836526493,11592420725,MP1594027,GINA,HILL,S,,PA,207RC0000X,1122 MEDICAL PLZ,SYNTH CITY 22,MA,90854,5553180055,MA362593,MA,True,False
hcp_master,HCP000123,HCP000123,7680618403,73091856680,RA9280459,MATTHEW,GARCIA,K,,MD,208000000X,1123 MEDICAL Plaza,SYNTH CITY 23,PA,90861,5557995027,PA144319,PA,True,False
hcp_master,HCP000124,HCP000124,1240137707,07232274605,GR4161937,JIMMY,FERNANDEZ,S,,NP,207Q00000X,1124 MEDICAL PLZ,SYNTH CITY 24,IL,90868,5551666384,IL264445,IL,True,False
hcp_master,HCP000125,HCP000125,3376793659,93698051399,BA6448997,KIMBERLY,SAVAGE,A,,PA,207RX0202X,1125 MEDICAL Plaza,SYNTH CITY 25,OH,90875,5551458613,OH586340,OH,True,False
hcp_master,HCP000126,HCP000126,5663889504,82174202672,AG7071260,BETTY,PAYNE,H,,DO,207R00000X,1126 MEDICAL Plaza STE 16,SYNTH CITY 26,MI,90882,5553059618,MI796060,MI,True,False
